event,match_time,player_1,player_2,player_1_score_sets,player_1_score_games,player_1_score_points,player_2_score_sets,player_2_score_games,player_2_score_points,serving,player_1_nationality,player_2_nationality,player_1_rank,player_2_rank,player_1_link,player_2_link,player_1_eFortuna,player_2_eFortuna,player_1_STS,player_2_STS,player_1_Betclic,player_2_Betclic,player_1_Betfan,player_2_Betfan,player_1_Pzbuk,player_2_Pzbuk,player_1_Lvbet,player_2_Lvbet,player_1_Totolotek,player_2_Totolotek
"ITF KOBIETY - DEBEL: W15 Ramat Hasharon (Izrael), twarda - Ćwierćfinał",06-05-2021 15:45:00,Lina Glushko / Shavit Kimchi,Ginevra Parentini Vallega Montebruno / Greta Schieroni,0,,,0,,,, / , / ,668 / 802, / ,https://www.flashscore.pl/zawodnik/glushko-lina/Ms0Wvc4A / https://www.flashscore.pl/zawodnik/kimchi-shavit/bqHgC1sl,https://www.flashscore.pl/zawodnik/parentini-vallega-montebruno-ginevra/K83JhMIo / https://www.flashscore.pl/zawodnik/schieroni-greta/ba2NitYi,,,,,,,,,,,,,,
"ITF KOBIETY - DEBEL: W15 Ramat Hasharon (Izrael), twarda - Ćwierćfinał",06-05-2021 15:45:00,Shelly Bereznyak / Sabastiani Leon,Jenny Duerst / Nina Stadler,0,,,0,,,, / , / ,866 / 1016,733 / 591,https://www.flashscore.pl/zawodnik/bereznyak-shelly/KWl5Plft / https://www.flashscore.pl/zawodnik/leon-sabastiani/COFfZDNn,https://www.flashscore.pl/zawodnik/duerst-jenny/ppuj2p3L / https://www.flashscore.pl/zawodnik/stadler-nina/f5u6dfwn,3.6,1.23,3.6,1.22,,,,,,,,,,
"ITF KOBIETY - DEBEL: W25 Naples, FL (USA), ziemna - Ćwierćfinał",06-05-2021 21:00:28,Ulrikke Eikeri / Catherine Harrison,Gabriella Price / Katrina Scott,0,,,0,,,, / , / ,255 / 299,778 / 412,https://www.flashscore.pl/zawodnik/eikeri-ulrikke/YTIjgkce / https://www.flashscore.pl/zawodnik/harrison-catherine/O8O1gxd0,https://www.flashscore.pl/zawodnik/price-gabriella/rkYa5Shm / https://www.flashscore.pl/zawodnik/scott-katrina/l4Y83CRf,,,1.25,3.55,1.23,3.45,1.24,3.53,1.23,3.65,1.24,3.5,,
"ITF KOBIETY - DEBEL: W25 Naples, FL (USA), ziemna - Ćwierćfinał",06-05-2021 21:00:28,Vera Lapko / Jesika Maleckova,Robin Anderson / Maria Lourdes Carle,0,,,0,,,, / , / ,333 / 298,210 / 403,https://www.flashscore.pl/zawodnik/lapko-vera/j7muTr7s / https://www.flashscore.pl/zawodnik/maleckova-jesika/SYyGD8mf,https://www.flashscore.pl/zawodnik/anderson-robin/2TtUq2X8 / https://www.flashscore.pl/zawodnik/carle-maria-lourdes/bHSsQ9ek,,,1.6,2.15,1.59,2.12,1.61,2.14,1.6,2.2,1.58,2.19,,
"ITF KOBIETY - DEBEL: W25 Naples, FL (USA), ziemna - Ćwierćfinał",06-05-2021 21:00:28,Yuriko Lily Miyazaki / Ayaka Okuno,Sofia Shapatava / Panna Udvardy,0,,,0,,,, / , / ,327 / 807,409 / 325,https://www.flashscore.pl/zawodnik/miyazaki-yuriko-lily/QPwVs83E / https://www.flashscore.pl/zawodnik/okuno-ayaka/EkjaWQLr,https://www.flashscore.pl/zawodnik/shapatava-sophia/rwPVxdQ4 / https://www.flashscore.pl/zawodnik/udvardy-panna/bLI5Djkk,,,,,2.85,1.34,2.89,1.34,,,2.9,1.34,,
"ITF KOBIETY - DEBEL: W25 Naples, FL (USA), ziemna - Ćwierćfinał",06-05-2021 21:00:28,Irene Burillo Escorihuela / Despina Papamichail,Erina Hayashi / Kanako Morisaki,0,,,0,,,, / , / ,264 / 270,345 / 730,https://www.flashscore.pl/zawodnik/burillo-escorihuela-irene/YZQnwtm9 / https://www.flashscore.pl/zawodnik/papamichail-despina/lEp5rDFG,https://www.flashscore.pl/zawodnik/hayashi-erina/08wIUzC3 / https://www.flashscore.pl/zawodnik/morisaki-kanako/YaQLhPOH,,,2.4,1.5,2.37,1.47,2.4,1.49,2.45,1.47,2.4,1.47,,
ITF KOBIETY - DEBEL: W25 Prague (Czechy) - Ćwierćfinał,06-05-2021 15:30:00,Nikola Bartunkova / Denisa Hindova,Anna Bondar / Kimberley Zimmermann,0,,,0,,,, / , / ,1005 / 985,266 / 520,https://www.flashscore.pl/zawodnik/bartunkova-nikola/84ILHaZ4 / https://www.flashscore.pl/zawodnik/hindova-denisa/htm6JSjo,https://www.flashscore.pl/zawodnik/bondar-anna/O8s9yjMD / https://www.flashscore.pl/zawodnik/zimmermann-kimberley/IqZTo5X5,2.2,1.57,2.2,1.57,2.18,1.56,2.2,1.57,2.25,1.57,2.2,1.56,,
ITF KOBIETY - DEBEL: W25 Prague (Czechy) - Ćwierćfinał,06-05-2021 15:30:00,Xenia Knoll / Elena Gabriela Ruse,Barbara Haas / Rebecca Sramkova,0,,,0,,,, / , / ,964 / 175,156 / 196,https://www.flashscore.pl/zawodnik/knoll-xenia/fZPBVLdS / https://www.flashscore.pl/zawodnik/ruse-elena-gabriela/ra7IoKGO,https://www.flashscore.pl/zawodnik/haas-barbara/n7wy4eRB / https://www.flashscore.pl/zawodnik/sramkova-rebecca/WUQY7p9b,2.23,1.56,2.25,1.57,2.2,1.55,2.23,1.56,2.25,1.57,,,,
ITF KOBIETY - DEBEL: W25 Prague (Czechy) - Ćwierćfinał,06-05-2021 15:30:00,En Shuo Liang / Shalimar Talbi,Anastasia Detiuc / Johana Markova,0,,,0,,,, / , / ,256 / 347,390 / 392,https://www.flashscore.pl/zawodnik/liang-en-shuo/rN9FSHYh / https://www.flashscore.pl/zawodnik/talbi-shalimar/ba99RxFj,https://www.flashscore.pl/zawodnik/detiuc-anastasia/EF1mfFwk / https://www.flashscore.pl/zawodnik/markova-johana/zRsuJt48,1.83,1.83,1.85,1.85,1.82,1.82,1.83,1.83,1.86,1.83,1.84,1.84,,
"ITF KOBIETY - DEBEL: W25 Salinas (Ekwador), twarda - Ćwierćfinał",06-05-2021 20:00:00,Miyabi Inoue / Akiko Omae,Jodie Anna Burrage / Paige Mary Hourigan,0,,,0,,,, / , / ,600 / 281,240 / 438,https://www.flashscore.pl/zawodnik/inoue-miyabi/QFBR0XB9 / https://www.flashscore.pl/zawodnik/omae-akiko/d8Z9CtlA,https://www.flashscore.pl/zawodnik/burrage-jodie-anna/U5Ot7i32 / https://www.flashscore.pl/zawodnik/hourigan-paige-mary/b1tkt8i2,3.3,1.27,3.3,1.27,3.2,1.27,3.28,1.27,3.4,1.26,3.25,1.27,,
"ITF KOBIETY - DEBEL: W25 Salinas (Ekwador), twarda - Ćwierćfinał",06-05-2021 20:00:00,Barbara Gatica / Rebeca Pereira,Magali Kempen / Rasheeda Mcadoo,0,,,0,,,, / , / ,420 / 1003,426 / 935,https://www.flashscore.pl/zawodnik/gatica-barbara/MZ39uxYe / https://www.flashscore.pl/zawodnik/pereira-rebeca/tbojppYb,https://www.flashscore.pl/zawodnik/kempen-magali/AgiLFeyF / https://www.flashscore.pl/zawodnik/mcadoo-rasheeda/vVtyMGmh,2.43,1.48,2.45,1.47,2.4,1.46,2.43,1.48,,,,,,
"ITF KOBIETY - DEBEL: W25 Salinas (Ekwador), twarda - Ćwierćfinał",06-05-2021 22:00:00,Jacqueline Cabaj Awad / Francisca Jorge,Diana Marcinkevica / Anna Poznichirenko,0,,,0,,,, / , / ,593 / 459,278 / 463,https://www.flashscore.pl/zawodnik/cabaj-awad-jacqueline/EsKmIeoB / https://www.flashscore.pl/zawodnik/jorge-francisca/vyOa8QgA,https://www.flashscore.pl/zawodnik/marcinkevica-diana/AJTpuReI / https://www.flashscore.pl/zawodnik/poznichirenko-anna/xEYvxsz0,1.98,1.71,2.0,1.72,1.96,1.7,1.98,1.71,,,1.96,1.72,,
"ITF KOBIETY - DEBEL: W25 Salinas (Ekwador), twarda - Ćwierćfinał",06-05-2021 22:00:00,Conny Perrin / Tess Sugnaux,Susan Bandecchi / Lucrezia Stefanini,0,,,0,,,, / , / ,272 / 557,236 / 331,https://www.flashscore.pl/zawodnik/perrin-conny/Krn6dKDD / https://www.flashscore.pl/zawodnik/sugnaux-tess/OO8gcbTR,https://www.flashscore.pl/zawodnik/bandecchi-susan/EsWES72T / https://www.flashscore.pl/zawodnik/stefanini-lucrezia/bkppJqxo,2.7,1.39,2.7,1.4,2.65,1.38,2.7,1.39,,,2.65,1.39,,
